2023-10-09 12:45:47 [INFO   ] jtabbedpane.MyFrame - В подсистеме фиктивная система нет устройств с поднятым флагом "Крит", имеющих проблем 
2023-10-09 12:45:48 [INFO   ] jtabbedpane.MyFrame - В подсистеме ТСистем 2 все устройства с поднятым флагом "Крит" отвечают 
2023-10-09 12:51:49 [INFO   ] jtabbedpane.MyFrame - Start 
2023-10-09 12:51:57 [INFO   ] jtabbedpane.MyFrame - В подсистеме фиктивная система нет устройств с поднятым флагом "Крит", имеющих проблем 
2023-10-09 12:51:58 [INFO   ] jtabbedpane.MyFrame - В подсистеме ТСистем 2 все устройства с поднятым флагом "Крит" отвечают 
2023-10-09 12:52:05 [INFO   ] jtabbedpane.MyFrame - В подсистеме фиктивная система устройства с поднятым флагом "Крит" перестали отвечать 
2023-10-09 12:52:25 [INFO   ] jtabbedpane.MyFrame - Start 
2023-10-09 12:52:34 [INFO   ] jtabbedpane.MyFrame - В подсистеме фиктивная система нет устройств с поднятым флагом "Крит", имеющих проблем 
2023-10-09 12:52:34 [INFO   ] jtabbedpane.MyFrame - В подсистеме ТСистем 2 все устройства с поднятым флагом "Крит" отвечают 
2023-10-09 12:52:42 [INFO   ] jtabbedpane.MyFrame - В подсистеме фиктивная система устройства с поднятым флагом "Крит" перестали отвечать 
2023-10-09 12:54:25 [INFO   ] jtabbedpane.MyFrame - Start 
2023-10-09 12:54:35 [INFO   ] jtabbedpane.MyFrame - В подсистеме фиктивная система нет устройств с поднятым флагом "Крит", имеющих проблем 
2023-10-09 12:54:36 [INFO   ] jtabbedpane.MyFrame - В подсистеме ТСистем 2 все устройства с поднятым флагом "Крит" отвечают 
2023-10-09 12:54:39 [INFO   ] jtabbedpane.MyFrame - В подсистеме фиктивная система устройства с поднятым флагом "Крит" перестали отвечать 
